cnpj_basico,razao_social,natureza_juridica,porte,situacao_cadastral,cnae_principal,uf,municipio,phone,email,is_bank,is_public,is_inactive,rfb_source,rfb_fetched_at,extracted_at,extracted_by
03202987,BANDEIRA FACTORING FOMENTO COMERCIAL LTDA,2062,MICRO EMPRESA,04,6491300,PE,JABOATAO DOS GUARARAPES,8133274486,,1,0,1,minhareceita,2026-09-03T23:44:35Z,2026-09-03T23:44:35Z,enrich
03213075,LEGGETT & PLATT DO BRASIL LTDA,2062,DEMAIS,02,2599399,MG,CAMANDUCAIA,1148946027,,0,0,0,minhareceita,2026-09-03T23:38:47Z,2026-09-03T23:38:47Z,enrich
03237583,COPA ENERGIA S.A.,2054,DEMAIS,02,4682600,SP,SAO PAULO,1155054077,,0,0,0,minhareceita,2026-09-03T23:37:16Z,2026-09-03T23:37:16Z,enrich
03266537,TRANS FALLS LTDA,2062,DEMAIS,02,4930202,PR,FOZ DO IGUACU,4535262997,,0,0,0,minhareceita,2026-09-03T23:42:07Z,2026-09-03T23:42:07Z,enrich
03303563,PERSONAL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,2224,DEMAIS,02,6470101,SP,OSASCO,1136845122,,1,0,0,minhareceita,2026-09-03T23:40:07Z,2026-09-03T23:40:07Z,enrich
03308250,TAMPAS PLASTICAS MECESA S/A,2054,DEMAIS,08,4686902,SP,SAO PAULO,3537295484,,0,0,1,minhareceita,2026-09-03T23:39:50Z,2026-09-03T23:39:50Z,enrich
03380763,REFRESCOS BANDEIRANTES INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,1122401,SP,SAO PAULO,1155021200,,0,0,0,minhareceita,2026-09-03T23:39:25Z,2026-09-03T23:39:25Z,enrich
03387396,SAO SALVADOR ALIMENTOS S/A,2054,DEMAIS,02,1012101,GO,ITABERAI,6233757000,,0,0,0,minhareceita,2026-09-03T23:41:11Z,2026-09-03T23:41:11Z,enrich
03403794,FIACAO ITABAIANA LTDA,2062,DEMAIS,02,1311100,SE,RIBEIROPOLIS,,,0,0,0,minhareceita,2026-09-03T23:46:02Z,2026-09-03T23:46:02Z,enrich
03413865,QUINTAL TEXTIL AMERICANA LTDA,2062,EMPRESA DE PEQUENO PORTE,02,1351100,SP,AMERICANA,1930123083,,0,0,0,minhareceita,2026-09-03T23:43:00Z,2026-09-03T23:43:00Z,enrich
03442526,"ADAR INDUSTRIA , COMERCIO IMPORTACAO E EXPORTACAO LTDA",2062,DEMAIS,02,1359600,MS,TRES LAGOAS,6721058300,,0,0,0,minhareceita,2026-09-03T23:45:02Z,2026-09-03T23:45:02Z,enrich
03485572,GEOLAB INDUSTRIA FARMACEUTICA S/A,2054,DEMAIS,02,2121101,GO,ANAPOLIS,6240154000,,0,0,0,minhareceita,2026-09-03T23:38:27Z,2026-09-03T23:38:27Z,enrich
03498812,EBEG EMBALAGENS E DESCARTAVEIS LTDA,2062,DEMAIS,02,1731100,SP,RIBEIRAO PRETO,1635123000,,0,0,0,minhareceita,2026-09-03T23:44:02Z,2026-09-03T23:44:02Z,enrich
03519135,GREE ELECTRIC APPLIANCES DO BRASIL LTDA.,2062,DEMAIS,02,2824102,AM,MANAUS,9221236900,,0,0,0,minhareceita,2026-09-03T23:37:05Z,2026-09-03T23:37:05Z,enrich
03584906,AGENCIA DE FOMENTO DO PARANA S.A.,2038,DEMAIS,02,6434400,PR,CURITIBA,4132357564,,1,0,0,minhareceita,2026-09-03T23:45:26Z,2026-09-03T23:45:26Z,enrich
03609434,AEROMECANICA LTDA,2062,DEMAIS,02,3316301,PR,CURITIBA,4138883200,,0,0,0,minhareceita,2026-09-03T23:44:22Z,2026-09-03T23:44:22Z,enrich
03613421,PETRONAS LUBRIFICANTES BRASIL S.A,2054,DEMAIS,02,1922599,MG,CONTAGEM,3135069100,,0,0,0,minhareceita,2026-09-03T23:45:33Z,2026-09-03T23:45:33Z,enrich
03645772,DOCK TECNOLOGIA S.A.,2054,DEMAIS,02,7020400,SP,BARUERI,1138891800,,0,0,0,minhareceita,2026-09-03T23:42:51Z,2026-09-03T23:42:51Z,enrich
03727941,CITROTEC INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,2862300,SP,ARARAQUARA,1633039796,,0,0,0,minhareceita,2026-09-03T23:39:48Z,2026-09-03T23:39:48Z,enrich
03784035,QUAKER TEXTIL DO BRASIL LTDA.,2062,DEMAIS,02,4689399,SP,SAO PAULO,1132843355,,0,0,0,minhareceita,2026-09-03T23:41:13Z,2026-09-03T23:41:13Z,enrich
03785066,REAL DISTRIBUIDORA E LOGISTICA LTDA,2062,DEMAIS,02,4693100,GO,APARECIDA DE GOIANIA,6232500500,,0,0,0,minhareceita,2026-09-03T23:45:20Z,2026-09-03T23:45:20Z,enrich
03801328,FRIGO SUINOS SOL NASCENTE LTDA,2062,DEMAIS,02,1012103,GO,GOIANIA,6232366311,,0,0,0,minhareceita,2026-09-03T23:45:12Z,2026-09-03T23:45:12Z,enrich
03838932,SERGIFIL INDUSTRIA TEXTIL LTDA,2062,DEMAIS,02,1311100,SE,ARACAJU,7933018548,,0,0,0,minhareceita,2026-09-03T23:45:54Z,2026-09-03T23:45:54Z,enrich
03881423,"SOCINAL S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",2054,DEMAIS,02,6436100,RJ,ARARUAMA,2226655786,,1,0,0,minhareceita,2026-09-03T23:46:32Z,2026-09-03T23:46:32Z,enrich
03882840,RBG PRODUTOS THERAPEUTICOS S/A,2054,DEMAIS,02,4645101,RS,PORTO ALEGRE,5133823350,,0,0,0,minhareceita,2026-09-03T23:40:29Z,2026-09-03T23:40:29Z,enrich
03902129,COPASUL COOPERATIVA AGRICOLA SUL MATOGROSSENSE,2143,DEMAIS,02,4622200,MS,NAVIRAI,6734091234,,0,0,0,minhareceita,2026-09-03T23:45:44Z,2026-09-03T23:45:44Z,enrich
03946067,GDM SEMENTES LTDA,2062,DEMAIS,08,141501,PR,CURITIBA,3438182000,,0,0,1,minhareceita,2026-09-03T23:43:07Z,2026-09-03T23:43:07Z,enrich
03971957,BORTOLLOTI INDUSTRIA E COMERCIO DE MOVEIS LTDA,2062,DEMAIS,02,3101200,PR,ARAPONGAS,4332749900,,0,0,0,minhareceita,2026-09-03T23:46:26Z,2026-09-03T23:46:26Z,enrich
03981899,JF PASQUA CONDUTORES ELETRICOS LTDA,2062,DEMAIS,02,2443100,MG,GUAXUPE,3535596789,,0,0,0,minhareceita,2026-09-03T23:37:32Z,2026-09-03T23:37:32Z,enrich
04088208,SEM PARAR INSTITUICAO DE PAGAMENTO LTDA,2062,DEMAIS,02,8299799,SP,SAO PAULO,1145732300,,0,0,0,minhareceita,2026-09-03T23:39:46Z,2026-09-03T23:39:46Z,enrich
04125812,MORELATE DISTRIBUIDORA DE AUTO PECAS LTDA,2062,DEMAIS,02,4530701,SP,BARUERI,1152397651,,0,0,0,minhareceita,2026-09-03T23:44:50Z,2026-09-03T23:44:50Z,enrich
04136367,FMC QUIMICA DO BRASIL LTDA.,2062,DEMAIS,02,4623109,SP,CAMPINAS,1920424500,,0,0,0,minhareceita,2026-09-03T23:38:32Z,2026-09-03T23:38:32Z,enrich
04196935,GOLDEN DISTRIBUIDORA LTDA.,2062,DEMAIS,02,4686901,ES,SERRA,1136466600,,0,0,0,minhareceita,2026-09-03T23:43:08Z,2026-09-03T23:43:08Z,enrich
04205560,TRADE PACK COMERCIAL LTDA,2062,DEMAIS,02,4686902,SP,ITAPECERICA DA SERRA,1146671382,,0,0,0,minhareceita,2026-09-03T23:44:48Z,2026-09-03T23:44:48Z,enrich
04214651,PACKDUQUE INDUSTRIA DE PLASTICOS LTDA,2062,DEMAIS,02,8219999,SP,VALINHOS,1138817400,,0,0,0,minhareceita,2026-09-03T23:43:22Z,2026-09-03T23:43:22Z,enrich
04215366,WA INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,4930202,SC,CHAPECO,4991128888,,0,0,0,minhareceita,2026-09-03T23:44:51Z,2026-09-03T23:44:51Z,enrich
04222931,CLIMAZON INDUSTRIAL LTDA,2062,DEMAIS,02,2824102,AM,MANAUS,5134779873,,0,0,0,minhareceita,2026-09-03T23:47:09Z,2026-09-03T23:47:09Z,enrich
04230984,STARSPRINGS DO BRASIL LTDA.,2062,DEMAIS,02,2592601,PR,ARAUCARIA,4132047000,,0,0,0,minhareceita,2026-09-03T23:43:04Z,2026-09-03T23:43:04Z,enrich
04250224,MAGGI ADMINISTRADORA DE CONSORCIOS LTDA,2062,DEMAIS,02,6493000,SP,ITU,01140230001,,1,0,0,minhareceita,2026-09-03T23:40:28Z,2026-09-03T23:40:28Z,enrich
04253854,ROSINA ALIMENTOS LTDA,2062,DEMAIS,02,1061901,RS,SERTAO SANTANA,,,0,0,0,minhareceita,2026-09-03T23:40:31Z,2026-09-03T23:40:31Z,enrich
04273385,CONFECCOES ALTA MODA LTDA,2062,DEMAIS,02,1412601,SP,SAO PAULO,1126980111,,0,0,0,minhareceita,2026-09-03T23:40:27Z,2026-09-03T23:40:27Z,enrich
04301024,CALOI NORTE SA,2054,DEMAIS,02,3092000,AM,MANAUS,9236170100,,0,0,0,minhareceita,2026-09-03T23:43:49Z,2026-09-03T23:43:49Z,enrich
04307650,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,2062,DEMAIS,02,8211300,SP,SAO PAULO,1150535613,,0,0,0,minhareceita,2026-09-03T23:44:54Z,2026-09-03T23:44:54Z,enrich
04310390,APC DO BRASIL LTDA.,2062,DEMAIS,02,1013902,SC,CHAPECO,4933313882,,0,0,0,minhareceita,2026-09-03T23:44:09Z,2026-09-03T23:44:09Z,enrich
04327273,LT QUIMICA LTDA,2062,DEMAIS,02,4689399,RS,ESTANCIA VELHA,5135616000,,0,0,0,minhareceita,2026-09-03T23:43:54Z,2026-09-03T23:43:54Z,enrich
04335788,CEREALISTA SANTO EXPEDITO LTDA,2062,DEMAIS,02,4623199,PR,BARRACAO,4936440679,,0,0,0,minhareceita,2026-09-03T23:41:55Z,2026-09-03T23:41:55Z,enrich
04368898,COPEL DISTRIBUICAO S.A.,2054,DEMAIS,02,3514000,PR,CURITIBA,4133314141,,0,0,0,minhareceita,2026-09-03T23:45:34Z,2026-09-03T23:45:34Z,enrich
04390556,TECNOGRES REVESTIMENTOS CERAMICOS LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,2342701,BA,DIAS D'AVILA,7121049300,,0,0,0,minhareceita,2026-09-03T23:46:12Z,2026-09-03T23:46:12Z,enrich
04422548,LAPONIA SUDESTE LTDA.,2062,DEMAIS,02,4511104,SP,ITU,1140269800,,0,0,0,minhareceita,2026-09-03T23:42:38Z,2026-09-03T23:42:38Z,enrich
04431548,PMSM PUBLICIDADE E COMUNICACAO LTDA,2062,DEMAIS,02,7319099,RJ,NITEROI,2137132606,,0,0,0,minhareceita,2026-09-03T23:42:09Z,2026-09-03T23:42:09Z,enrich
04432327,INCOFIOS INDUSTRIA E COMERCIO DE FIOS LTDA,2062,DEMAIS,02,1311100,SC,INDAIAL,4733778000,,0,0,0,minhareceita,2026-09-03T23:42:21Z,2026-09-03T23:42:21Z,enrich
04454667,VEREDA ALIMENTOS LTDA,2062,DEMAIS,02,1011201,GO,GOIANESIA,6281479122,,0,0,0,minhareceita,2026-09-03T23:40:23Z,2026-09-03T23:40:23Z,enrich
04496698,INCENOR INDUSTRIA CERAMICA DO NORDESTE LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,2342701,BA,DIAS D'AVILA,7121049300,,0,0,0,minhareceita,2026-09-03T23:45:30Z,2026-09-03T23:45:30Z,enrich
04523745,PLANEF CONSULTORIA E PLANEJAMENTO LTDA,2062,DEMAIS,02,7020400,RS,CAXIAS DO SUL,5435380789,,0,0,0,minhareceita,2026-09-03T23:45:28Z,2026-09-03T23:45:28Z,enrich
04544165,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE MADEIRA-MAMORE - SICOOB PORTOCREDI,2143,DEMAIS,08,6424703,RO,PORTO VELHO,6932251666,,1,0,1,minhareceita,2026-09-03T23:46:29Z,2026-09-03T23:46:29Z,enrich
04547784,ALPHA MOTION DO BRASIL LTDA,2062,DEMAIS,02,3102100,MS,APARECIDA DO TABOADO,6735659100,,0,0,0,minhareceita,2026-09-03T23:39:19Z,2026-09-03T23:39:19Z,enrich
04591114,NUTRANE NUTRICAO ANIMAL LTDA,2062,DEMAIS,02,1066000,PE,PESQUEIRA,8738353486,,0,0,0,minhareceita,2026-09-03T23:44:25Z,2026-09-03T23:44:25Z,enrich
04603630,INDUSTRIA E COMERCIO DE CARNES E DERIVADOS BOI BRASIL LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,1011201,GO,APARECIDA DE GOIANIA,2733009000,,0,0,0,minhareceita,2026-09-03T23:42:26Z,2026-09-03T23:42:26Z,enrich
04647810,URTIGAO COMERCIO REPRESENTACOES E TRANSPORTES LTDA,2062,DEMAIS,02,4611700,MS,CAARAPO,6734230045,,0,0,0,minhareceita,2026-09-03T23:42:25Z,2026-09-03T23:42:25Z,enrich
04661871,D. G. OLIVEIRA MONTAGENS INDUSTRIAIS LTDA,2062,MICRO EMPRESA,04,7120100,SP,COSMOPOLIS,1978114661,,0,0,1,minhareceita,2026-09-03T23:38:40Z,2026-09-03T23:38:40Z,enrich
04686964,MECMETAL INDUSTRIA E COMERCIO DE TRANSFORMADORES LTDA,2062,EMPRESA DE PEQUENO PORTE,02,2710402,SC,INDAIAL,4730399330,,0,0,0,minhareceita,2026-09-03T23:39:04Z,2026-09-03T23:39:04Z,enrich
04712017,CEREAL OURO SEMENTES LTDA,2062,DEMAIS,02,141501,GO,RIO VERDE,6421016200,,0,0,0,minhareceita,2026-09-03T23:40:57Z,2026-09-03T23:40:57Z,enrich
04756153,GFE EQUIPAMENTOS ELETRICOS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,2710402,SC,INDAIAL,4730399330,,0,0,0,minhareceita,2026-09-03T23:39:21Z,2026-09-03T23:39:21Z,enrich
04810290,PIERP COMERCIALIZADORA DE ENERGIA S/A,2054,DEMAIS,02,3513100,PR,CURITIBA,4130211100,,0,0,0,minhareceita,2026-09-03T23:45:54Z,2026-09-03T23:45:54Z,enrich
04868412,AUTO POSTO PRA FRENTE BRASIL LTDA,2062,DEMAIS,02,4731800,PR,CASCAVEL,4533332000,,0,0,0,minhareceita,2026-09-03T23:43:20Z,2026-09-03T23:43:20Z,enrich
04902979,BANCO DA AMAZONIA SA,2038,DEMAIS,02,6421200,PA,BELEM,9140083316,,1,0,0,minhareceita,2026-09-03T23:38:07Z,2026-09-03T23:38:07Z,enrich
04904042,SIRI COMERCIO E SERVICOS LTDA.,2062,DEMAIS,02,4652400,SP,SAO PAULO,1130531611,,0,0,0,minhareceita,2026-09-03T23:41:56Z,2026-09-03T23:41:56Z,enrich
04954155,ALUMINIO SAO JOSE LTDA.,2062,DEMAIS,02,4672900,SC,SAO JOSE,4821066600,,0,0,0,minhareceita,2026-09-03T23:40:34Z,2026-09-03T23:40:34Z,enrich
05000896,MAQENGE - INDUSTRIA METALURGICA LTDA,2062,DEMAIS,02,2829199,RS,CAXIAS DO SUL,5435353050,,0,0,0,minhareceita,2026-09-03T23:44:31Z,2026-09-03T23:44:31Z,enrich
05013050,JBT MAREL BRASIL LTDA,2062,DEMAIS,02,2862300,SP,CAMPINAS,1633012050,,0,0,0,minhareceita,2026-09-03T23:38:49Z,2026-09-03T23:38:49Z,enrich
05039208,COOPERATIVA DE PRODUTORES DE GRAOS DO ALTO URUGUAI LTDA,2143,DEMAIS,02,4632001,RS,ESTACAO,5499834616,,0,0,0,minhareceita,2026-09-03T23:41:47Z,2026-09-03T23:41:47Z,enrich
05044984,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,2062,DEMAIS,02,2121101,SP,HORTOLANDIA,1938879800,,0,0,0,minhareceita,2026-09-03T23:37:20Z,2026-09-03T23:37:20Z,enrich
05052443,PLASKEM EMBALAGENS LTDA,2062,DEMAIS,02,2222600,BA,LAURO DE FREITAS,7131860354,,0,0,0,minhareceita,2026-09-03T23:42:58Z,2026-09-03T23:42:58Z,enrich
05056082,COMERCIO E EXPORTACAO DE CEREAIS RIO ELIAS LTDA.,2062,DEMAIS,02,4632001,PR,BOM SUCESSO DO SUL,4632341344,,0,0,0,minhareceita,2026-09-03T23:38:34Z,2026-09-03T23:38:34Z,enrich
05113942,SALUX - INFORMATIZACAO EM SAUDE S.A.,2054,DEMAIS,02,6202300,RS,PORTO ALEGRE,5130210055,,0,0,0,minhareceita,2026-09-03T23:43:19Z,2026-09-03T23:43:19Z,enrich
05117268,MLOG ARMAZEM GERAL LTDA.,2062,DEMAIS,02,5211701,SP,RIO CLARO,1921119156,,0,0,0,minhareceita,2026-09-03T23:45:19Z,2026-09-03T23:45:19Z,enrich
05119723,SPORT CLUBE URBANISMO LTDA,2062,DEMAIS,02,4120400,RN,EXTREMOZ,8430157888,,0,0,0,minhareceita,2026-09-03T23:44:33Z,2026-09-03T23:44:33Z,enrich
05134355,"SANTIN - EQUIPAMENTOS, TRANSPORTES, IMPORTACAO E EXPORTACAO LTDA",2062,DEMAIS,02,4930202,SP,AMERICO BRASILIENSE,1633939999,,0,0,0,minhareceita,2026-09-03T23:40:40Z,2026-09-03T23:40:40Z,enrich
05216859,BIOBASE INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,3250705,MG,POUSO ALEGRE,3534277000,,0,0,0,minhareceita,2026-09-03T23:40:38Z,2026-09-03T23:40:38Z,enrich
05236060,ALCATEC PRODUTOS SINTETICOS LTDA,2062,DEMAIS,02,1323500,BA,TERRA NOVA,4133741046,,0,0,0,minhareceita,2026-09-03T23:41:41Z,2026-09-03T23:41:41Z,enrich
05293491,ENGEMON - ENGENHARIA E CONSTRUCOES LTDA,2062,DEMAIS,02,4120400,SP,SANTO ANDRE,1144681659,,0,0,0,minhareceita,2026-09-03T23:45:36Z,2026-09-03T23:45:36Z,enrich
05307607,INDUSTRIA DE MOVEIS TUBULARES LTDA,2062,DEMAIS,02,3102100,SE,NOSSA SENHORA DA GLORIA,7934111053,,0,0,0,minhareceita,2026-09-03T23:46:11Z,2026-09-03T23:46:11Z,enrich
05378317,CRISTAL MASTER INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,2229399,SC,JOINVILLE,4734515030,,0,0,0,minhareceita,2026-09-03T23:41:45Z,2026-09-03T23:41:45Z,enrich
05382997,NEWMAQ ELETRODOMESTICOS LTDA,2062,DEMAIS,02,2751100,SP,LIMEIRA,1931131100,,0,0,0,minhareceita,2026-09-03T23:44:34Z,2026-09-03T23:44:34Z,enrich
05399071,NORTEBAG INDUSTRIA DE EMBALAGENS S.A.,2054,DEMAIS,02,1359600,AM,MANAUS,9233966621,,0,0,0,minhareceita,2026-09-03T23:37:35Z,2026-09-03T23:37:35Z,enrich
05399862,ATIVA EMPREENDIMENTOS LTDA,2062,DEMAIS,02,4120400,AL,MACEIO,8233168570,,0,0,0,minhareceita,2026-09-03T23:40:33Z,2026-09-03T23:40:33Z,enrich
05429994,VEGETAL AGRONEGOCIOS LTDA,2062,DEMAIS,02,4683400,DF,BRASILIA,6132348485,,0,0,0,minhareceita,2026-09-03T23:37:54Z,2026-09-03T23:37:54Z,enrich
05448784,FUTURA CAMINHOES E MAQUINAS LTDA,2062,DEMAIS,02,4511104,GO,ANAPOLIS,6233119600,,0,0,0,minhareceita,2026-09-03T23:45:24Z,2026-09-03T23:45:24Z,enrich
05469350,BRASILVA CONSTRUCAO LTDA,2062,EMPRESA DE PEQUENO PORTE,04,4744002,MG,ITABIRITO,3135613399,,0,0,1,minhareceita,2026-09-03T23:45:40Z,2026-09-03T23:45:40Z,enrich
05489186,TORA EMPREENDIMENTOS E CONSTRUCOES LTDA,2062,MICRO EMPRESA,04,4744099,MG,BETIM,3125712033,,0,0,1,minhareceita,2026-09-03T23:43:14Z,2026-09-03T23:43:14Z,enrich
05522796,PARANAGRAN INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,2062,DEMAIS,02,2013402,PR,ALMIRANTE TAMANDARE,4138745000,,0,0,0,minhareceita,2026-09-03T23:46:53Z,2026-09-03T23:46:53Z,enrich
05528196,COOPERATIVA AGROINDUSTRIAL TRADICAO,2143,DEMAIS,02,4683400,PR,PATO BRANCO,4632202000,,0,0,0,minhareceita,2026-09-03T23:39:31Z,2026-09-03T23:39:31Z,enrich
05554669,SRJ INDUSTRIA COMERCIO E EXPORTACAO DE CONFECCOES LTDA,2062,DEMAIS,02,1412601,PE,CARUARU,,,0,0,0,minhareceita,2026-09-03T23:38:17Z,2026-09-03T23:38:17Z,enrich
05571228,FERTILIZANTES TOCANTINS S.A,2054,DEMAIS,02,2013402,TO,PORTO NACIONAL,6234146300,,0,0,0,minhareceita,2026-09-03T23:38:21Z,2026-09-03T23:38:21Z,enrich
05603186,MEGATEAM CONSULTORIA LTDA,2240,DEMAIS,02,7490104,MG,BELO HORIZONTE,3199824747,,0,0,0,minhareceita,2026-09-03T23:42:46Z,2026-09-03T23:42:46Z,enrich
05607230,IPESA DO BRASIL COMERCIO DE PRODUTOS PLASTICOS LTDA,2062,DEMAIS,02,4689399,SP,SAO PAULO,1155242877,,0,0,0,minhareceita,2026-09-03T23:37:19Z,2026-09-03T23:37:19Z,enrich
05659785,MARE CIMENTO LTDA,2062,DEMAIS,08,2320600,SP,SANTANA DE PARNAIBA,1141618600,,0,0,1,minhareceita,2026-09-03T23:38:57Z,2026-09-03T23:38:57Z,enrich
05690271,LEIFIL MOVEIS LTDA,2062,DEMAIS,02,3101200,MG,RODEIRO,,,0,0,0,minhareceita,2026-09-03T23:46:08Z,2026-09-03T23:46:08Z,enrich
05696101,AGROQUIMICA BRASINHA LTDA,2062,DEMAIS,02,1013902,PR,NOVA ESPERANCA,4430453700,,0,0,0,minhareceita,2026-09-03T23:39:11Z,2026-09-03T23:39:11Z,enrich
05701847,MOMENTIVE PERFORMANCE MATERIALS INDUSTRIA DE SILICONES LTDA,2062,DEMAIS,02,2093200,SP,ITATIBA,1151284222,,0,0,0,minhareceita,2026-09-03T23:43:17Z,2026-09-03T23:43:17Z,enrich
05703610,ALLEGORIA COMERCIAL LTDA,2062,DEMAIS,02,4641901,MG,BELO HORIZONTE,3138898020,,0,0,0,minhareceita,2026-09-03T23:46:38Z,2026-09-03T23:46:38Z,enrich
05784234,M.K. GALONE CONFECCOES E COMERCIO DE ROUPAS LTDA,2062,DEMAIS,02,1412601,SP,SAO PAULO,1172139030,,0,0,0,minhareceita,2026-09-03T23:37:50Z,2026-09-03T23:37:50Z,enrich
05855974,BASTON INDUSTRIA DE AEROSSOIS LTDA,2062,DEMAIS,02,2099199,PR,PALMEIRA,4232528120,,0,0,0,minhareceita,2026-09-03T23:37:14Z,2026-09-03T23:37:14Z,enrich
05858780,ITW PPF BRASIL ADESIVOS LTDA.,2062,DEMAIS,02,2091600,SP,VALINHOS,1921387643,,0,0,0,minhareceita,2026-09-03T23:40:17Z,2026-09-03T23:40:17Z,enrich
05860157,EPE - PRODUTOS AGROPECUARIOS LTDA,2062,DEMAIS,02,4692300,PE,GARANHUNS,8134653775,,0,0,0,minhareceita,2026-09-03T23:41:48Z,2026-09-03T23:41:48Z,enrich
05936089,LEV TERMOPLASTICOS LTDA,2062,DEMAIS,02,2219600,MG,PARA DE MINAS,3732310200,,0,0,0,minhareceita,2026-09-04T00:06:27Z,2026-09-04T00:06:27Z,enrich
05949989,REISTAR INDUSTRIA E COMERCIO DE ELETRONICOS LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,2640000,BA,CAMACARI,7192490015,,0,0,0,minhareceita,2026-09-03T23:44:16Z,2026-09-03T23:44:16Z,enrich
05960621,MEDICOM MEDICAMENTOS ESPECIAIS LTDA,2062,DEMAIS,02,4771701,RS,PORTO ALEGRE,5196051484,,0,0,0,minhareceita,2026-09-03T23:46:52Z,2026-09-03T23:46:52Z,enrich
06003366,PREMOLFORT FABRICACAO E COMERCIO DE PRE-MOLDADOS LTDA,2062,MICRO EMPRESA,02,2330301,PR,PATO BRANCO,4632244852,,0,0,0,minhareceita,2026-09-03T23:44:58Z,2026-09-03T23:44:58Z,enrich
06007513,PRO SHOWS COMERCIO DE ELETRO ELETRONICOS S.A.,2054,DEMAIS,02,4649402,RS,CANOAS,5130348100,,0,0,0,minhareceita,2026-09-03T23:44:27Z,2026-09-03T23:44:27Z,enrich
06043050,BB ADMINISTRADORA DE CONSORCIOS S.A.,2054,DEMAIS,02,6493000,DF,BRASILIA,6134939002,,1,0,0,minhareceita,2026-09-03T23:38:57Z,2026-09-03T23:38:57Z,enrich
06089521,LINK COMERCIAL IMPORTADORA E EXPORTADORA LTDA,2062,DEMAIS,02,4689399,SC,POMERODE,4797123161,,0,0,0,minhareceita,2026-09-03T23:40:26Z,2026-09-03T23:40:26Z,enrich
06099229,ASSUPERO ENSINO SUPERIOR LTDA.,2062,DEMAIS,02,8531700,SP,SAO PAULO,1131703700,,0,0,0,minhareceita,2026-09-03T23:45:16Z,2026-09-03T23:45:16Z,enrich
06106005,STOCK MED S/A EM RECUPERACAO JUDICIAL,2054,DEMAIS,02,4644301,RS,SANTA CRUZ DO SUL,5137151296,,0,0,0,minhareceita,2026-09-03T23:46:19Z,2026-09-03T23:46:19Z,enrich
06222722,LOGIKA DISTRIBUIDORA DE COSMETICOS LTDA,2062,DEMAIS,02,4646001,PR,SAO JOSE DOS PINHAIS,4133752000,,0,0,0,minhareceita,2026-09-03T23:42:20Z,2026-09-03T23:42:20Z,enrich
06232484,MTSUL CONSTRUCOES LTDA,2062,DEMAIS,02,4211101,MT,CUIABA,6536674388,,0,0,0,minhareceita,2026-09-03T23:44:54Z,2026-09-03T23:44:54Z,enrich
06284974,AGROFIELD ASSESSORIA ADMINISTRATIVA LTDA,2062,DEMAIS,02,7490104,PE,RECIFE,8133391977,,0,0,0,minhareceita,2026-09-03T23:37:26Z,2026-09-03T23:37:26Z,enrich
06294126,SOMA/RS PRODUTOS HOSPITALARES LTDA.,2062,DEMAIS,02,4645101,RS,ELDORADO DO SUL,5133479000,,0,0,0,minhareceita,2026-09-03T23:39:11Z,2026-09-03T23:39:11Z,enrich
06314327,JC DISTRIBUICAO LOGISTICA IMPORTACAO E EXPORTACAO DE PRODUTOS INDUSTRIALIZADOS S/A,2054,DEMAIS,02,7020400,GO,APARECIDA DE GOIANIA,6232409500,,0,0,0,minhareceita,2026-09-03T23:44:26Z,2026-09-03T23:44:26Z,enrich
06353241,SOMAVE AGROINDUSTRIAL LTDA,2062,DEMAIS,02,1012101,PR,CIDADE GAUCHA,4436755000,,0,0,0,minhareceita,2026-09-03T23:44:32Z,2026-09-03T23:44:32Z,enrich
06517387,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,1139,DEMAIS,02,8531700,PI,TERESINA,8632155584,,0,1,0,minhareceita,2026-09-03T23:47:21Z,2026-09-03T23:47:21Z,enrich
06936357,INTER TELECOM - COMERCIO E LOCACAO DE EQUIPAMENTOS DE COMUNICACAO LTDA,2062,DEMAIS,02,4752100,SP,SAO CAETANO DO SUL,1142211746,,0,0,0,minhareceita,2026-09-03T23:39:13Z,2026-09-03T23:39:13Z,enrich
06957870,FOZBRASIL COMERCIO IMPORTACAO E EXPORTACAO LTDA,2062,DEMAIS,02,4632003,PR,FOZ DO IGUACU,4530276122,,0,0,0,minhareceita,2026-09-03T23:44:35Z,2026-09-03T23:44:35Z,enrich
